,id,user_id,content,ding,cai,create_time,update_time
106,5276,11064,为啥上险数17万 销售量17万八,0,0,2021-07-12 14:37:26,2021-07-12 14:37:26
107,5277,11064,为啥上险数17万 销售量17万八,0,0,2021-07-12 14:37:26,2021-07-12 14:37:26
108,5278,11064,为啥上险数17万 销售量17万八,0,0,2021-07-12 14:37:26,2021-07-12 14:37:26
109,5279,11064,为啥上险数17万 销售量17万八,0,0,2021-07-12 14:37:26,2021-07-12 14:37:26
110,5274,11064,为啥上险数17万 销售量17万八,0,0,2021-07-12 14:37:25,2021-07-12 14:37:25
111,5273,11064,为啥上险数17万 销售量17万八,0,0,2021-07-12 14:37:24,2021-07-12 14:37:24
112,5272,11064,为什么上险数17万多点但是销售量高于上险数,0,0,2021-07-12 14:35:59,2021-07-12 14:35:59
113,5271,11064,为什么上险数17万多点但是销售量高于上险数,0,0,2021-07-12 14:35:36,2021-07-12 14:35:36
114,5257,11055,为什么不能评论,0,0,2021-06-18 16:54:45,2021-06-18 16:54:45
115,5256,11055,女人总骂男人直男，不懂浪漫。其实男人都是较含蓄的，但不代表他们没有情感，更不是不懂浪漫。也许是因为你不配！因为在他心里，车子能给予他更多。<br/><br/>你对女人有什么误解,0,0,2021-06-18 16:54:37,2021-06-18 16:54:37
116,5255,11055,说车就说车，不要总是拉上女人，女人没那么多时间来关注你们男人～,0,0,2021-06-18 16:53:57,2021-06-18 16:53:57
117,5254,11055,说车就说车，不要总是拉上女人，女人没那么多时间来关注你们男人～,0,0,2021-06-18 16:53:55,2021-06-18 16:53:55
118,5253,11055,说车就说车，不要总是拉上女人，女人没那么多时间来关注你们男人～,0,0,2021-06-18 16:53:52,2021-06-18 16:53:52
119,5252,10541,垃·圾玩意，真能吹。去看看欧洲高端电动车销量，一目了然,0,0,2021-06-10 15:37:10,2021-06-10 15:37:10
120,5251,10541,垃 圾玩意，真能吹。去看看欧洲高端电动车销量，一目了然,0,0,2021-06-10 15:37:07,2021-06-10 15:37:07
121,5250,10541,辣鸡玩意，真能吹。去看看欧洲高端电动车销量，一目了然,0,0,2021-06-10 15:37:01,2021-06-10 15:37:01
122,5249,10541,辣鸡玩意，真能吹。去看看欧洲高端电动车销量，一目了然,0,0,2021-06-10 15:36:41,2021-06-10 15:36:41
123,5282,11064,这个是四月份的还是三月份的是打错了吗  ，第二段,0,0,2021-07-12 14:38:16,2021-07-12 14:38:16
124,5283,11064,这个是四月份的还是三月份的是打错了吗  ，第二段,0,0,2021-07-12 14:38:16,2021-07-12 14:38:16
125,5284,11064,这个是四月份的还是三月份的是打错了吗  ，第二段,0,0,2021-07-12 14:38:16,2021-07-12 14:38:16
126,5285,11064,这个是四月份的还是三月份的是打错了吗  ，第二段,0,0,2021-07-12 14:38:16,2021-07-12 14:38:16
127,5281,11064,这个是四月份的还是三月份的是打错了吗  ，第二段,0,0,2021-07-12 14:38:15,2021-07-12 14:38:15
128,5280,11064,这个是四月份的还是三月份的是打错了吗  ，第二段,0,0,2021-07-12 14:38:12,2021-07-12 14:38:12
129,5235,11047,没有任何厂家宣称领航辅助驾驶是L3.不要发布有误导性的文章.<br/>不了解的话去读一下SAE J3016或 国标汽车自动化分级.<br/>或者去咨询一下全国汽车标准委员会或相关专家.,1,0,2021-06-01 10:16:02,2021-06-01 10:16:02
130,5236,11047,没有任何厂家宣称领航辅助驾驶是L3.不要发布有误导性的文章.<br/>不了解的话去读一下SAE J3016或 国标汽车自动化分级.<br/>或者去咨询一下全国汽车标准委员会或相关专家.,0,0,2021-06-01 10:16:02,2021-06-01 10:16:02
131,5237,11047,没有任何厂家宣称领航辅助驾驶是L3.不要发布有误导性的文章.<br/>不了解的话去读一下SAE J3016或 国标汽车自动化分级.<br/>或者去咨询一下全国汽车标准委员会或相关专家.,0,0,2021-06-01 10:16:02,2021-06-01 10:16:02
132,5234,11047,没有任何厂家宣称领航辅助驾驶是L3.不要发布有误导性的文章.<br/>不了解的话去读一下SAE J3016或 国标汽车自动化分级.<br/>或者去咨询一下全国汽车标准委员会或相关专家.,0,0,2021-06-01 10:16:01,2021-06-01 10:16:01
133,5233,11047,没有任何厂家宣称领航辅助驾驶是L3.不要发布有误导性的文章.<br/>不了解的话去读一下SAE J3016或 国标汽车自动化分级.<br/>或者去咨询一下全国汽车标准委员会或相关专家.,0,0,2021-06-01 10:16:00,2021-06-01 10:16:00
134,5232,11047,没有任何厂家宣称领航辅助驾驶是L3.不要发布有误导性的文章.<br/>不了解的话去读一下SAE J3016或 国标汽车自动化分级.<br/>或者去咨询一下全国汽车标准委员会或相关专家.,0,0,2021-06-01 10:15:31,2021-06-01 10:15:31
135,5231,11047,没有任何厂家宣称领航辅助驾驶是L3.不要发布有误导性的文章.<br/>不了解的话去读一下SAE J3016或 国标汽车自动化分级.<br/>或者去咨询一下全国汽车标准委员会或相关专家.,0,0,2021-06-01 10:15:30,2021-06-01 10:15:30
136,5230,11047,没有任何厂家宣称领航辅助驾驶是L3.不要发布有误导性的文章.<br/>不了解的话去读一下SAE J3016或 国标汽车自动化分级.<br/>或者去咨询一下全国汽车标准委员会或相关专家.,0,0,2021-06-01 10:15:20,2021-06-01 10:15:20
137,5229,11047,没有任何厂家宣称领航辅助驾驶是L3.不要发布有误导性的文章.<br/>不了解的话去读一下SAE J3016或 国标汽车自动化分级.<br/>或者去咨询一下全国汽车标准委员会或相关专家.,0,0,2021-06-01 10:15:18,2021-06-01 10:15:18
138,5228,10541,？,0,0,2021-05-08 00:16:40,2021-05-08 00:16:40
139,5227,10541,特斯拉——一家骨子里瞧不起国人的公司——代表不了智能汽车,0,0,2021-05-08 00:16:30,2021-05-08 00:16:30
140,5226,10541,特斯拉，一家骨子里瞧不起国人的公司，代表不了智能汽车,0,0,2021-05-08 00:15:56,2021-05-08 00:15:56
141,5259,10541,垃圾,0,0,2021-07-04 18:44:28,2021-07-04 18:44:28
142,5258,10541,垃圾,0,0,2021-07-04 18:44:21,2021-07-04 18:44:21
143,5217,11025,暂时风光，如若继续傲慢，不直视和解决本质存在的致命问题，这些问题会被一层一层揭露，直至普通消费者都可理解，至少在中国，总有一天会跌下神坛。,0,0,2021-04-27 15:43:44,2021-04-27 15:43:44
144,5216,11025,暂时风光，如若继续傲慢，不直视和解决本质存在的致命问题，这些问题会被一层一层揭露，直至普通消费者都可理解，至少在中国，总有一天会跌下神坛。,0,0,2021-04-27 15:43:35,2021-04-27 15:43:35
145,5220,10841,新法式，新标致,0,0,2021-04-28 11:42:25,2021-04-28 11:42:25
146,5219,10841,新法式，新标致,0,0,2021-04-28 11:42:19,2021-04-28 11:42:19
147,5214,11008,内饰看着很有科技感。,0,0,2021-04-14 15:01:33,2021-04-14 15:01:33
148,5213,11008,内饰看着很有科技感,0,0,2021-04-14 15:01:27,2021-04-14 15:01:27
149,5212,11008,内饰看着很有科技感。,0,0,2021-04-14 15:01:21,2021-04-14 15:01:21
150,5215,11008,内饰看着很有科技感。,0,0,2021-04-14 15:01:54,2021-04-14 15:01:54
151,5205,11007,看着图片，离地间隙好像还可以，感觉可以跑跑户外,0,0,2021-04-10 10:51:56,2021-04-10 10:51:56
152,5204,8101,看着图片，离地间隙好像还可以，感觉可以跑跑户外,0,0,2021-04-08 23:00:23,2021-04-08 23:00:23
153,5203,8010,这个车漆有质感，颜色换成白的更好,0,0,2021-04-08 22:24:26,2021-04-08 22:24:26
154,5202,8092,前脸看着质感还不错,0,0,2021-04-08 22:24:21,2021-04-08 22:24:21
155,5201,8098,后悔买早了，要知道有个6座就去看车了,0,0,2021-04-08 22:22:48,2021-04-08 22:22:48
156,5200,7986,喜欢尾灯，贯穿式走心,0,0,2021-04-08 22:22:00,2021-04-08 22:22:00
157,5199,8101,看着图片，离地间隙好像还可以，感觉可以跑跑户外,0,0,2021-04-08 22:21:46,2021-04-08 22:21:46
158,5198,8061,这个车漆有质感，颜色换成白的更好,0,0,2021-04-08 19:35:07,2021-04-08 19:35:07
159,5197,8008,前脸看着质感还不错,0,0,2021-04-08 19:34:22,2021-04-08 19:34:22
160,5196,7951,后悔买早了，要知道有个6座就去看车了,0,0,2021-04-08 19:32:46,2021-04-08 19:32:46
161,5195,8100,喜欢尾灯，贯穿式走心,0,0,2021-04-08 19:31:31,2021-04-08 19:31:31
162,5194,7950,看着图片，离地间隙好像还可以，感觉可以跑跑户外,0,0,2021-04-08 19:30:58,2021-04-08 19:30:58
163,5193,11006,面子里子都有…,0,0,2021-04-08 18:42:18,2021-04-08 18:42:18
164,5192,11006,领裕配置给的还是蛮实在的…,0,0,2021-04-08 18:41:42,2021-04-08 18:41:42
165,5191,11006,领裕配置还是给的蛮实在的。,0,0,2021-04-08 18:40:24,2021-04-08 18:40:24
166,5190,11006,领裕配置给的还是蛮实在的。,0,0,2021-04-08 18:30:57,2021-04-08 18:30:57
167,5189,11006,领裕配置给的还是蛮实在的,0,0,2021-04-08 18:30:39,2021-04-08 18:30:39
168,5208,11007,这个款式我非常喜欢,0,0,2021-04-10 10:53:29,2021-04-10 10:53:29
169,5207,11007,这个款式我非常喜欢,0,0,2021-04-10 10:53:23,2021-04-10 10:53:23
170,5206,11007,有型,0,0,2021-04-10 10:53:07,2021-04-10 10:53:07
171,5211,11009,丑,0,0,2021-04-14 14:48:54,2021-04-14 14:48:54
172,5210,11009,太丑了，除了轮毂,0,0,2021-04-14 14:48:28,2021-04-14 14:48:28
173,5209,11009,太丑了，除了轮毂,0,0,2021-04-14 14:48:25,2021-04-14 14:48:25
174,5180,7949,这是三元锂电池，这也是一个突破，给消费者多一个选择,0,0,2021-04-01 17:04:56,2021-04-01 17:04:56
175,5179,7949,不错,0,0,2021-04-01 17:04:49,2021-04-01 17:04:49
176,5178,7949,这是三元锂电池，这也是一个突破，给消费者多一个选择,0,0,2021-04-01 17:04:28,2021-04-01 17:04:28
177,5177,7949,这是三元锂电池，这也是一个突破，给消费者多一个选择,0,0,2021-04-01 17:04:09,2021-04-01 17:04:09
178,5176,8099,厉害了，能做到这种安全程度确实是很牛,0,0,2021-04-01 14:40:09,2021-04-01 14:40:09
179,5175,7949,这是三元锂电池，这也是一个突破，给消费者多一个选择,0,0,2021-04-01 14:39:38,2021-04-01 14:39:38
180,5174,7968,这波操作，让我感觉电动汽车的春天真的来了,0,0,2021-04-01 14:34:43,2021-04-01 14:34:43
181,5173,8007,这是三元锂电池，这也是一个突破，给消费者多一个选择,0,0,2021-04-01 14:29:42,2021-04-01 14:29:42
182,5172,7985,这波操作，让我感觉电动汽车的春天真的来了,0,0,2021-04-01 14:20:15,2021-04-01 14:20:15
183,5171,8022,这是三元锂电池，这也是一个突破，给消费者多一个选择,0,0,2021-04-01 14:13:52,2021-04-01 14:13:52
184,5170,8097,这波操作，让我感觉电动汽车的春天真的来了,0,0,2021-04-01 14:09:53,2021-04-01 14:09:53
185,5169,8096,这是三元锂电池，这也是一个突破，给消费者多一个选择,0,0,2021-04-01 14:03:49,2021-04-01 14:03:49
186,5168,10997,从情怀到品质，红旗在短时期内改变了人们的固有印象，未来，红旗已经准备好了突破中国品牌的天花板，逐步走向世界！,0,0,2021-03-27 11:23:33,2021-03-27 11:23:33
187,5167,10997,从情怀到品质，红旗在短时期内改变了人们的固有印象，未来，红旗已经准备好了突破中国品牌的天花板，逐步走向世界！,0,0,2021-03-27 11:23:28,2021-03-27 11:23:28
188,5166,10998,红旗E－HS9秉承家族优秀基因，彰显全尺寸越级气场，凭借多场景迎宾灯组和氛围灯，塑造顶级仪式感；豪华真皮全包围仪表板、真皮材质和精致工艺带来的头等舱座椅等，则展现了该车旗舰级精工品质；领先的人脸识别技术和智慧生态识别系统，为用户提供多彩智慧车生活,0,0,2021-03-26 16:06:24,2021-03-26 16:06:24
189,5165,10998,红旗E－HS9秉承家族优秀基因，彰显全尺寸越级气场，凭借多场景迎宾灯组和氛围灯，塑造顶级仪式感；豪华真皮全包围仪表板、真皮材质和精致工艺带来的头等舱座椅等，则展现了该车旗舰级精工品质；领先的人脸识别技术和智慧生态识别系统，为用户提供多彩智慧车生活,0,0,2021-03-26 16:06:06,2021-03-26 16:06:06
190,5164,10998,红旗E－HS9秉承家族优秀基因，彰显全尺寸越级气场，凭借多场景迎宾灯组和氛围灯，塑造顶级仪式感；豪华真皮全包围仪表板、真皮材质和精致工艺带来的头等舱座椅等，则展现了该车旗舰级精工品质；领先的人脸识别技术和智慧生态识别系统，为用户提供多彩智慧车生活,0,0,2021-03-26 16:05:59,2021-03-26 16:05:59
191,5163,10997,红旗的成长，反映出中国工业水平的发展和进步，甚至在很长一段时间里，红旗品牌都是国产轿车最高水平的象征，撑起国家汽车工业形象的重要门面,0,0,2021-03-26 11:38:52,2021-03-26 11:38:52
192,5162,10997,红旗的成长，反映出中国工业水平的发展和进步，甚至在很长一段时间里，红旗品牌都是国产轿车最高水平的象征，撑起国家汽车工业形象的重要门面,0,0,2021-03-26 11:38:51,2021-03-26 11:38:51
193,5161,10997,红旗的成长，反映出中国工业水平的发展和进步，甚至在很长一段时间里，红旗品牌都是国产轿车最高水平的象征，撑起国家汽车工业形象的重要门面,0,0,2021-03-26 11:38:50,2021-03-26 11:38:50
194,5160,10997,红旗的成长，反映出中国工业水平的发展和进步，甚至在很长一段时间里，红旗品牌都是国产轿车最高水平的象征，撑起国家汽车工业形象的重要门面,0,0,2021-03-26 11:38:45,2021-03-26 11:38:45
195,5159,10997,红旗的成长，反映出中国工业水平的发展和进步，甚至在很长一段时间里，红旗品牌都是国产轿车最高水平的象征，撑起国家汽车工业形象的重要门面,0,0,2021-03-26 11:38:43,2021-03-26 11:38:43
196,5218,11025,暂时风光，如若继续傲慢，不直视和解决本质存在的致命问题，这些问题会被一层一层揭露，直至普通消费者都可理解，至少在中国，总有一天会跌下神坛。,0,0,2021-04-27 15:45:06,2021-04-27 15:45:06
197,5142,8095,本土化还得是腾讯这样的大企业，新指南者的车机挺好用的。,0,0,2021-03-11 14:38:14,2021-03-11 14:38:14
198,5141,8094,很喜欢Jeep新指南者这个车机系统，听说和腾讯合作的，可玩性很高。,0,0,2021-03-11 14:34:18,2021-03-11 14:34:18
199,5140,8001,科技感十足的车机优化，新指南者这个车机系统很不错。,0,0,2021-03-11 14:29:22,2021-03-11 14:29:22
200,5139,8014,和腾讯合作的车机，在功能方面肯定很好用，比CarPlay方便。,0,0,2021-03-11 14:27:01,2021-03-11 14:27:01
201,5138,8044,新指南者这个全新腾讯TAI 3.0汽车智能系统，和玛莎拉蒂同款，不错的。,0,0,2021-03-11 14:25:54,2021-03-11 14:25:54
202,5137,8107,CarPlay还得苹果手机，Jeep新指南者这个玛莎拉蒂同款车机不香吗？,0,0,2021-03-11 14:22:50,2021-03-11 14:22:50
203,5136,8093,Jeep新指南者的车机感觉比CarPlay好用，不用依赖手机真是方便。,0,0,2021-03-11 14:21:50,2021-03-11 14:21:50
204,5135,10977,您好，涉及到的200项专利能分享一下吗？,0,0,2021-02-22 13:50:31,2021-02-22 13:50:31
205,5134,10969,参考油车的状态，续航不能虚标，实打实（肯定要包含北方冬天的工况），600-800公里是可以满足绝大部分通勤需求的；同时NEDC尽快取消，太假了，<br/>充电的便利性同样也要发展到油车加油一样方便，甚至更加方便；,0,0,2021-02-02 09:53:39,2021-02-02 09:53:39
206,5133,10541,这么业余，MLB evo平台不是什么油改电。好好研究再胡诌吧,0,0,2021-01-26 10:31:02,2021-01-26 10:31:02
207,5182,11002,由工业和信息化部、发展与改革委员会、科学技术部、互联网信息办公室、上海市人民政府等共同主办的2021世界人工智能大会将于2021年7月7-10日，上海世博展览馆（浦东国展路1099号）再次举办，2021世界人工智能大会聚焦人工智能技术促进行业高质量发展，已成功举办三届，13651609417 付亮,0,0,2021-04-01 20:25:03,2021-04-01 20:25:03
208,5181,11002,"由工业和信息化部、发展与改革委员会、科学技术部、互联网信息办公室、上海市人民政府等共同主办的2021世界人工智能大会将于2021年7月7-10日，上海世博展览馆（浦东国展路1099号）再次举办，2021世界人工智能大会聚焦人工智能技术促进行业高质量发展，已成功举办三届，2021年大会将继续秉承“智联世界”的理念，策划多种形式的高端活动，搭建国际合作交流平台，汇聚顶级科学家、企业家、政府官员、专家学者、国际组织、投资人、初创团队等，大会促进全球人工智能创新思想、技术、应用、人才和资本的集聚和交流，推动全球科技创新协同，助力打造人工智能世界产业集群。吸引了阿里巴巴、腾讯、华为、上汽、商汤、Ucloud、途鸦信息、地平线、黑芝麻、美团、阿斯利康、A.O史密斯、节卡机器人、小马智行、深兰科技、星环科技、哈啰出行、中国平安、太保集团、工商银行、建设银行、滴滴、万达信息、九章云极等一批行业巨头及独角兽企业参展，为未来产业发展构建新场景，寻找新商机,特邀贵司参与。 13651609417 付亮",0,0,2021-04-01 20:24:45,2021-04-01 20:24:45
209,5132,10541,迪斯不错的，希望他再接再厉，砥砺前行,0,0,2020-12-09 11:59:03,2020-12-09 11:59:03
210,5130,8091,搭配的20寸运动轮毂运动感满满也更好看,0,0,2020-12-03 11:40:33,2020-12-03 11:40:33
211,5129,7982,车身同色的饰条显得更有立体感,0,0,2020-12-03 11:31:56,2020-12-03 11:31:56
212,5128,7998,尾部的p8标志就显得更加别致,0,0,2020-12-03 11:26:50,2020-12-03 11:26:50
213,5127,8013,沙漠绿的设计加上雷神之锤大灯更加贴合,0,0,2020-12-03 11:19:15,2020-12-03 11:19:15
214,5126,8036,闭合的格栅看起来更有味道,0,0,2020-12-03 11:11:05,2020-12-03 11:11:05
215,5122,10541,1系三缸还换壳，呵呵,0,0,2020-11-23 14:54:51,2020-11-23 14:54:51
